111449495;41.14857;-8.653126;-0.1510255;0.718178;0
111449497;41.14864;-8.653027;-0.1510238;0.7181792;0
111449499;41.14924;-8.652857;-0.1510208;0.7181898;0
335983979;41.1501;-8.652096;-0.1510076;0.7182048;0
479292807;41.1505;-8.65124;-0.1509926;0.7182117;0
479292879;41.15076;-8.654078;-0.1510421;0.7182162;0
479292902;41.15126;-8.653328;-0.1510291;0.718225;0
479293054;41.15088;-8.651676;-0.1510002;0.7182184;0
479293073;41.15069;-8.651446;-0.1509962;0.718215;0
479297762;41.15102;-8.651909;-0.1510043;0.7182207;0
479297772;41.15064;-8.652384;-0.1510126;0.7182142;0
479297773;41.15087;-8.652054;-0.1510068;0.7182181;0
479297778;41.15117;-8.653015;-0.1510236;0.7182233;0
479297781;41.15108;-8.652632;-0.1510169;0.7182218;0
479297783;41.15098;-8.652277;-0.1510107;0.7182201;0
479297788;41.15059;-8.651698;-0.1510006;0.7182133;0
479297789;41.15031;-8.651706;-0.1510008;0.7182084;0
479309290;41.15073;-8.652211;-0.1510096;0.7182158;0
479309406;41.15113;-8.6535;-0.1510321;0.7182228;0
479309422;41.15099;-8.653178;-0.1510265;0.7182204;0
479309437;41.15093;-8.652869;-0.1510211;0.7182193;0
479309444;41.15086;-8.652586;-0.1510161;0.7182179;0
479309465;41.15079;-8.652407;-0.151013;0.7182168;0
479309617;41.15057;-8.651995;-0.1510058;0.718213;0
479309636;41.15042;-8.651836;-0.151003;0.7182103;0
479411820;41.15088;-8.653852;-0.1510382;0.7182183;0
479411827;41.15076;-8.653682;-0.1510352;0.7182162;0
479411836;41.1507;-8.653461;-0.1510314;0.7182151;0
479411875;41.15064;-8.653234;-0.1510274;0.7182142;0
479411888;41.15054;-8.652868;-0.151021;0.7182125;0
479411901;41.15043;-8.65271;-0.1510183;0.7182105;0
479411934;41.15013;-8.653096;-0.151025;0.7182053;0
479411938;41.15062;-8.652466;-0.151014;0.7182139;0
479412088;41.151;-8.653676;-0.1510351;0.7182204;0
479412095;41.15088;-8.653374;-0.1510299;0.7182183;0
479412099;41.15081;-8.653106;-0.1510252;0.7182171;0
479412103;41.15075;-8.652827;-0.1510203;0.718216;0
479412110;41.15065;-8.652544;-0.1510154;0.7182144;0
479412156;41.15036;-8.652063;-0.151007;0.7182093;0
479416337;41.1507;-8.653986;-0.1510406;0.7182151;0
479416374;41.14959;-8.652694;-0.151018;0.7181958;0
479435788;41.15073;-8.650864;-0.1509861;0.7182156;0
1143318458;41.15045;-8.651612;-0.1509991;0.7182108;0
1143318805;41.15038;-8.651813;-0.1510026;0.7182096;0
1840161050;41.14956;-8.652712;-0.1510183;0.7181952;0
1840161051;41.14977;-8.652541;-0.1510153;0.7181989;0
1840161054;41.15058;-8.651073;-0.1509897;0.7182131;0
2581829743;41.14977;-8.652532;-0.1510152;0.718199;0
4505062035;41.15051;-8.651651;-0.1509998;0.7182119;0
5297746031;41.15059;-8.653826;-0.1510378;0.7182133;0
5297746032;41.15055;-8.653582;-0.1510335;0.7182126;0
5297746033;41.1505;-8.65344;-0.151031;0.7182117;0
5297746034;41.15045;-8.653235;-0.1510275;0.7182108;0
5297746035;41.15041;-8.653104;-0.1510251;0.7182102;0
5297746036;41.15035;-8.652963;-0.1510227;0.7182091;0
5297746037;41.15029;-8.652888;-0.1510214;0.7182081;0
5297746038;41.15105;-8.653316;-0.1510288;0.7182212;0
5297746039;41.15071;-8.653569;-0.1510333;0.7182155;0
5297746040;41.15054;-8.652271;-0.1510106;0.7182125;0
5297746041;41.15042;-8.652128;-0.1510081;0.7182104;0
5297746042;41.15032;-8.652004;-0.151006;0.7182086;0
5297746043;41.15033;-8.652037;-0.1510065;0.7182088;0
5297746044;41.15032;-8.651964;-0.1510053;0.7182086;0
5297746045;41.15069;-8.652151;-0.1510085;0.718215;0

