441802794;41.00849;-8.638927;-0.1507777;0.7157331;0
441802796;41.00849;-8.638056;-0.1507625;0.7157331;0
441802805;41.00842;-8.634355;-0.1506979;0.715732;0
441802816;41.00828;-8.634282;-0.1506967;0.7157295;0
441802828;41.00842;-8.634112;-0.1506937;0.715732;0
441802854;41.00847;-8.634525;-0.1507009;0.7157329;0
441802934;41.00842;-8.627381;-0.1505762;0.715732;0
441802954;41.01247;-8.635453;-0.1507171;0.7158027;0
441802957;41.01152;-8.634542;-0.1507012;0.7157861;0
441802961;41.01134;-8.634403;-0.1506988;0.7157829;0
441802977;41.0111;-8.634294;-0.1506968;0.7157788;0
441802980;41.01077;-8.634224;-0.1506956;0.715773;0
441802984;41.01053;-8.634255;-0.1506962;0.7157688;0
441803004;41.013;-8.639812;-0.1507932;0.715812;0
441803007;41.01236;-8.639795;-0.1507929;0.7158008;0
441803009;41.0117;-8.639786;-0.1507927;0.7157892;0
441803013;41.01118;-8.639791;-0.1507928;0.7157801;0
441803014;41.01035;-8.639804;-0.150793;0.7157655;0
441803015;41.00941;-8.639812;-0.1507932;0.7157492;0
441803016;41.0085;-8.639818;-0.1507933;0.7157333;0
441803017;41.00819;-8.639822;-0.1507933;0.7157279;0
441803018;41.00721;-8.639832;-0.1507935;0.7157109;0
441803019;41.00661;-8.639848;-0.1507938;0.7157004;0
441803020;41.00592;-8.639855;-0.1507939;0.7156884;0
441803021;41.00534;-8.639871;-0.1507942;0.7156782;0
441803022;41.00468;-8.639887;-0.1507945;0.7156667;0
441803023;41.00396;-8.639903;-0.1507948;0.7156542;0
441803024;41.00312;-8.639915;-0.150795;0.7156395;0
441803025;41.00229;-8.639923;-0.1507951;0.7156249;0
441803026;41.00136;-8.639935;-0.1507953;0.7156088;0
441803027;41.00076;-8.639936;-0.1507953;0.7155983;0
441803029;40.99947;-8.639948;-0.1507955;0.7155757;0
441803031;40.99774;-8.64001;-0.1507966;0.7155455;0
441803068;41.01165;-8.643989;-0.1508661;0.7157884;0
441803070;41.01166;-8.642974;-0.1508484;0.7157885;0
441803072;41.01167;-8.641433;-0.1508214;0.7157887;0
441803074;41.01168;-8.640724;-0.1508091;0.7157889;0
441803076;41.0117;-8.638907;-0.1507774;0.7157891;0
441803078;41.01172;-8.638315;-0.150767;0.7157895;0
441803092;41.00943;-8.643473;-0.1508571;0.7157496;0
441803095;41.00991;-8.643164;-0.1508517;0.715758;0
441803097;41.01001;-8.642994;-0.1508487;0.7157598;0
441803099;41.01028;-8.642268;-0.150836;0.7157643;0
441803101;41.01062;-8.641338;-0.1508198;0.7157703;0
441803103;41.01083;-8.640735;-0.1508093;0.7157741;0
441803105;41.01107;-8.640105;-0.1507983;0.7157781;0
441803107;41.0115;-8.6389;-0.1507773;0.7157857;0
441803110;41.01181;-8.638022;-0.1507619;0.715791;0
441803112;41.01201;-8.637466;-0.1507522;0.7157946;0
441803114;41.01217;-8.637014;-0.1507443;0.7157974;0
441803119;41.01225;-8.636613;-0.1507373;0.7157987;0
441803121;41.01226;-8.636218;-0.1507304;0.7157989;0
441803124;41.01231;-8.635835;-0.1507238;0.7157997;0
441803126;41.01235;-8.635676;-0.150721;0.7158006;0
441803128;41.0126;-8.635271;-0.1507139;0.7158048;0
441803130;41.0127;-8.6351;-0.1507109;0.7158067;0
441803133;41.01273;-8.634531;-0.150701;0.7158071;0
441803135;41.01282;-8.634206;-0.1506953;0.7158087;0
441803138;41.01291;-8.634094;-0.1506934;0.7158103;0
441803141;41.01337;-8.633596;-0.1506847;0.7158184;0
441803143;41.01361;-8.633464;-0.1506824;0.7158225;0
441803282;41.01104;-8.643987;-0.150866;0.7157776;0
441803285;41.01104;-8.643648;-0.1508601;0.7157777;0
441803287;41.01105;-8.642969;-0.1508483;0.7157778;0
441803289;41.01105;-8.641379;-0.1508205;0.7157779;0
441803291;41.01105;-8.640736;-0.1508093;0.7157779;0
441803296;41.0094;-8.638922;-0.1507776;0.715749;0
441803298;41.01035;-8.63892;-0.1507776;0.7157656;0
441803301;41.01238;-8.638947;-0.1507781;0.7158011;0
441803304;41.01305;-8.639054;-0.1507799;0.7158127;0
441803316;41.013;-8.640706;-0.1508088;0.7158119;0
441803319;41.013;-8.64153;-0.1508231;0.7158118;0
441803322;41.01299;-8.642993;-0.1508487;0.7158118;0
441803324;41.01299;-8.643715;-0.1508613;0.7158116;0
441803326;41.01299;-8.643967;-0.1508657;0.7158117;0
441803327;41.01281;-8.643971;-0.1508658;0.7158085;0
441803328;41.0123;-8.64398;-0.1508659;0.7157996;0
441803329;41.01042;-8.643983;-0.150866;0.7157669;0
441803330;41.00944;-8.643937;-0.1508652;0.7157497;0
441803331;41.00885;-8.644006;-0.1508664;0.7157394;0
441803332;41.00809;-8.643918;-0.1508648;0.7157262;0
441803333;41.00721;-8.64395;-0.1508654;0.7157109;0
441803334;41.00663;-8.643973;-0.1508658;0.7157006;0
441803335;41.00596;-8.644008;-0.1508664;0.715689;0
441803337;41.00533;-8.644038;-0.1508669;0.7156781;0
441803339;41.00469;-8.644055;-0.1508672;0.7156668;0
441803340;41.00398;-8.643961;-0.1508656;0.7156544;0
441803342;41.00323;-8.643833;-0.1508633;0.7156414;0
441803344;41.00218;-8.643083;-0.1508503;0.7156231;0
441803347;41.00219;-8.642394;-0.1508382;0.7156232;0
441803349;41.00113;-8.642411;-0.1508385;0.7156048;0
441803356;41.00058;-8.64241;-0.1508385;0.7155951;0
441803358;40.9999;-8.641502;-0.1508227;0.7155833;0
441803367;41.01231;-8.642986;-0.1508486;0.7157997;0
441803370;41.01233;-8.641475;-0.1508222;0.7158002;0
441803372;41.01234;-8.640707;-0.1508088;0.7158005;0
441803375;41.01239;-8.638562;-0.1507713;0.7158012;0
441803382;41.01222;-8.638486;-0.15077;0.7157983;0
441803385;41.01219;-8.63806;-0.1507626;0.7157978;0
441803390;41.01369;-8.641588;-0.1508242;0.7158239;0
