25620737;41.14795;-8.612149;-0.1503104;0.7181672
25620743;41.14788;-8.611281;-0.1502952;0.718166
25620747;41.14784;-8.610926;-0.150289;0.7181653
25620759;41.1488;-8.612135;-0.1503101;0.718182
25620960;41.14599;-8.612215;-0.1503115;0.718133
25632421;41.14981;-8.610211;-0.1502765;0.7181997
25632422;41.1492;-8.61045;-0.1502807;0.7181891
129544876;41.14588;-8.613521;-0.1503343;0.7181311
138234852;41.14739;-8.608653;-0.1502493;0.7181575
138235495;41.14754;-8.609353;-0.1502616;0.7181601
286969224;41.14929;-8.611199;-0.1502938;0.7181906
475406849;41.14977;-8.611247;-0.1502946;0.718199
475406853;41.14965;-8.610216;-0.1502766;0.7181969
747478280;41.15005;-8.611097;-0.150292;0.7182038
747478309;41.14988;-8.611205;-0.1502939;0.7182009
958309720;41.1503;-8.610343;-0.1502788;0.7182082
1105966159;41.15033;-8.610877;-0.1502881;0.7182087
1278184344;41.14912;-8.609657;-0.1502669;0.7181877
1278184346;41.14914;-8.609488;-0.1502639;0.718188
1386051849;41.14803;-8.612287;-0.1503128;0.7181685
1676280555;41.14942;-8.611213;-0.150294;0.7181929
1676280580;41.15042;-8.610337;-0.1502787;0.7182104
1684844136;41.14626;-8.610284;-0.1502778;0.7181376
1684844771;41.14925;-8.610468;-0.150281;0.7181899
1684844785;41.14934;-8.611151;-0.1502929;0.7181914
1684844794;41.14961;-8.610379;-0.1502795;0.7181962
1684844797;41.14962;-8.610343;-0.1502788;0.7181963
1684844798;41.1497;-8.611094;-0.1502919;0.7181977
1684844803;41.14971;-8.611139;-0.1502927;0.7181979
1684844825;41.15049;-8.610851;-0.1502877;0.7182115
2107054816;41.14775;-8.610278;-0.1502777;0.7181638
2204099858;41.14606;-8.610917;-0.1502889;0.7181342
2204099942;41.14674;-8.609497;-0.1502641;0.718146
2204099951;41.14671;-8.609581;-0.1502655;0.7181455
2204099999;41.14679;-8.609075;-0.1502567;0.7181469
2204100011;41.14608;-8.610606;-0.1502834;0.7181345
2208686190;41.1461;-8.610248;-0.1502772;0.7181349
2208686199;41.1461;-8.610209;-0.1502765;0.7181349
2208686206;41.14611;-8.610288;-0.1502779;0.7181351
2208686217;41.14606;-8.610625;-0.1502838;0.7181343
2208686218;41.14592;-8.610765;-0.1502862;0.7181318
2208686220;41.14598;-8.61085;-0.1502877;0.7181329
2208891059;41.14615;-8.607109;-0.1502224;0.7181358
2209225419;41.14597;-8.612441;-0.1503154;0.7181327
2209225447;41.146;-8.612137;-0.1503101;0.7181332
2214758559;41.14588;-8.61338;-0.1503319;0.7181311
2242805402;41.1506;-8.610244;-0.1502771;0.7182136
2242805783;41.14959;-8.610413;-0.15028;0.7181959
2242805785;41.14968;-8.611089;-0.1502918;0.7181973
2243746971;41.14689;-8.608946;-0.1502544;0.7181488
2243746973;41.14679;-8.609035;-0.150256;0.718147
2243746975;41.14681;-8.609007;-0.1502555;0.7181473
2245520803;41.14667;-8.611166;-0.1502932;0.7181449
2245520806;41.14605;-8.611462;-0.1502984;0.718134
2245520808;41.14622;-8.611272;-0.150295;0.718137
2245520814;41.1467;-8.611506;-0.1502991;0.7181454
2245520831;41.14677;-8.611229;-0.1502943;0.7181467
2245520840;41.14676;-8.611455;-0.1502982;0.7181465
2245520859;41.1468;-8.611346;-0.1502963;0.7181472
2245520867;41.14679;-8.611406;-0.1502974;0.718147
2245520886;41.1468;-8.611283;-0.1502952;0.7181471
2245520901;41.14626;-8.611587;-0.1503005;0.7181377
2245520905;41.14674;-8.611191;-0.1502936;0.718146
2245520913;41.14604;-8.611684;-0.1503022;0.7181339
2245786927;41.14703;-8.611093;-0.1502919;0.7181511
2245786929;41.14697;-8.611155;-0.150293;0.71815
2245786936;41.14695;-8.611368;-0.1502967;0.7181498
2245786939;41.14699;-8.611405;-0.1502974;0.7181504
2245786941;41.14707;-8.611439;-0.150298;0.7181518
2245786942;41.14901;-8.610543;-0.1502823;0.7181857
2245786950;41.14693;-8.611317;-0.1502958;0.7181494
2245786951;41.14829;-8.610806;-0.1502869;0.7181732
2245786953;41.1491;-8.611189;-0.1502936;0.7181872
2245786960;41.14693;-8.611258;-0.1502948;0.7181494
2245786961;41.14694;-8.6112;-0.1502938;0.7181495
2245786974;41.14837;-8.611218;-0.1502941;0.7181745
2261413154;41.14972;-8.611246;-0.1502946;0.7181981
2261413157;41.14957;-8.610239;-0.150277;0.7181954
2337036559;41.14741;-8.608712;-0.1502504;0.7181578
2343359235;41.14882;-8.610624;-0.1502837;0.7181824
2343359244;41.14861;-8.610702;-0.1502851;0.7181787
2354158012;41.14687;-8.610964;-0.1502897;0.7181484
2354378407;41.1479;-8.611383;-0.150297;0.7181663
2365186271;41.14972;-8.611195;-0.1502937;0.7181982
2365191005;41.14983;-8.611227;-0.1502943;0.7182
2365195081;41.14928;-8.61114;-0.1502928;0.7181904
2365195087;41.14931;-8.611151;-0.1502929;0.718191
2365195091;41.14971;-8.611113;-0.1502923;0.7181979
2365195098;41.14973;-8.611217;-0.1502941;0.7181982
2365195102;41.1493;-8.611148;-0.1502929;0.7181907
2365195104;41.14974;-8.611233;-0.1502944;0.7181985
2366079031;41.1496;-8.610404;-0.1502799;0.7181961
2366079032;41.14922;-8.610499;-0.1502816;0.7181893
2366079039;41.14921;-8.610518;-0.1502819;0.7181892
2366079045;41.14962;-8.610278;-0.1502777;0.7181963
2366079047;41.14923;-8.610477;-0.1502812;0.7181897
2366079049;41.14922;-8.610487;-0.1502814;0.7181894
2366079051;41.14963;-8.610246;-0.1502771;0.7181965
2366079052;41.14973;-8.610207;-0.1502765;0.7181983
2893310955;41.15061;-8.610867;-0.150288;0.7182136
2896411045;41.15039;-8.610858;-0.1502878;0.7182097
2896411050;41.15033;-8.610352;-0.150279;0.7182088
2904530087;41.15052;-8.610303;-0.1502781;0.7182121
3092618005;41.14733;-8.608693;-0.15025;0.7181564
3130311626;41.14802;-8.611263;-0.1502949;0.7181684
3130311627;41.14999;-8.611138;-0.1502927;0.7182028
3130312329;41.15044;-8.610847;-0.1502876;0.7182108
3130312331;41.14774;-8.610944;-0.1502893;0.7181636
3130312332;41.14922;-8.610629;-0.1502838;0.7181894
3130312334;41.14931;-8.611385;-0.150297;0.7181909
3130312335;41.14603;-8.611788;-0.150304;0.7181337
3130312336;41.14927;-8.61103;-0.1502908;0.7181902
3130312338;41.14916;-8.610279;-0.1502777;0.7181883
3130312339;41.14684;-8.611129;-0.1502925;0.7181479
3130312340;41.1499;-8.610236;-0.150277;0.7182013
3130312343;41.14688;-8.611476;-0.1502986;0.7181486
3130312344;41.14587;-8.613461;-0.1503332;0.7181309
3130312345;41.14917;-8.610123;-0.150275;0.7181885
3130312347;41.14586;-8.610813;-0.150287;0.7181308
3388020783;41.14676;-8.61023;-0.1502769;0.7181464
3400530627;41.14618;-8.611281;-0.1502952;0.7181363
3457211715;41.14598;-8.612322;-0.1503134;0.7181329
3554720424;41.14604;-8.611633;-0.1503014;0.7181339
3554720425;41.14605;-8.611308;-0.1502957;0.7181341
3554720428;41.14645;-8.611217;-0.1502941;0.7181411
3554720432;41.1466;-8.609742;-0.1502683;0.7181437
3554720440;41.14681;-8.611135;-0.1502927;0.7181473
3554720444;41.14771;-8.610193;-0.1502762;0.718163
3554720445;41.14772;-8.610202;-0.1502764;0.7181633
3554720446;41.14774;-8.610397;-0.1502798;0.7181636
3554720447;41.14774;-8.610209;-0.1502765;0.7181636
3554720448;41.14776;-8.610373;-0.1502794;0.7181638
3554720449;41.14777;-8.610352;-0.150279;0.7181641
3978884718;41.14669;-8.609861;-0.1502704;0.7181453
3992982895;41.14676;-8.609318;-0.1502609;0.7181464
3992990333;41.14613;-8.610311;-0.1502783;0.7181354
3992990334;41.14621;-8.610363;-0.1502792;0.7181368
3992990337;41.14614;-8.610325;-0.1502785;0.7181357
3993117788;41.14663;-8.6097;-0.1502676;0.7181442
3993126224;41.14756;-8.609426;-0.1502628;0.7181603
3993126557;41.14729;-8.60872;-0.1502505;0.7181556
4025528390;41.14602;-8.610677;-0.1502847;0.7181336
4025528392;41.14595;-8.610741;-0.1502858;0.7181323
4025528393;41.14594;-8.61058;-0.150283;0.7181321
4025528394;41.14599;-8.610709;-0.1502852;0.718133
4025528395;41.14605;-8.61065;-0.1502842;0.718134
4027091849;41.14602;-8.610869;-0.150288;0.7181335
4097873925;41.1459;-8.61007;-0.1502741;0.7181314
4097873927;41.14659;-8.609763;-0.1502687;0.7181435
4097873928;41.14663;-8.609796;-0.1502693;0.7181441
4097873929;41.14663;-8.609709;-0.1502678;0.7181441
4526972109;41.1468;-8.61132;-0.1502959;0.7181472
4526972112;41.14693;-8.611293;-0.1502954;0.7181494
4526972116;41.14786;-8.611102;-0.1502921;0.7181656
4529953547;41.1461;-8.610181;-0.150276;0.7181349
4529953552;41.14606;-8.610796;-0.1502867;0.7181343
4945762789;41.14709;-8.610982;-0.15029;0.7181522
4945762790;41.14695;-8.611011;-0.1502905;0.7181497
5118553689;41.14606;-8.611118;-0.1502924;0.7181342
5118553691;41.14606;-8.610768;-0.1502863;0.7181343
5118554430;41.14593;-8.610407;-0.15028;0.7181319
5476716964;41.14684;-8.61075;-0.1502859;0.7181478
