14326558;129544876;3130312344;
14326558;3130312344;2214758559;
14326558;2214758559;2209225419;
14326558;2209225419;3457211715;
14326558;3457211715;25620960;
14326558;25620960;2209225447;
14326558;2209225447;3130312335;
14326558;3130312335;2245520913;
14326558;2245520913;3554720424;
26119900;25620743;2354378407;
26119900;2354378407;25620737;
26119900;25620737;1386051849;
39668885;4097873927;4097873928;
39668885;4097873928;3978884718;
39668885;3978884718;3388020783;
39668885;3388020783;5476716964;
39668885;5476716964;2354158012;
39668885;2354158012;4945762790;
39668885;4945762790;4945762789;
190128487;138234852;2337036559;
190128487;2337036559;138235495;
190128487;138235495;3993126224;
190128487;3993126224;3554720444;
190128487;3554720444;3554720446;
190128487;3554720446;25620747;
210328149;2204099858;4529953552;
210328149;4529953552;5118553691;
210328149;5118553691;2208686217;
210831460;2204099858;4027091849;
210831460;4027091849;2208686220;
210831460;2208686220;3130312347;
215135703;2245520803;2245520905;
215135703;2245520905;2245520831;
215135703;2245520831;2245520886;
215135703;2245520886;4526972109;
215135703;4526972109;2245520859;
215135703;2245520859;2245520867;
215135703;2245520867;2245520840;
215135703;2245520840;2245520814;
215162241;2245786941;2245786939;
215162241;2245786939;2245786936;
215162241;2245786936;2245786950;
215162241;2245786950;4526972112;
215162241;4526972112;2245786960;
215162241;2245786960;2245786961;
215162241;2245786961;2245786929;
215162241;2245786929;2245786927;
215162243;25620747;4526972116;
215162243;4526972116;25620743;
216972581;286969224;2245786953;
216972581;2245786953;2245786974;
216972581;2245786974;3130311626;
216972581;3130311626;25620743;
216972581;25620743;2245786941;
216972581;2245786941;3130312343;
216972581;3130312343;2245520814;
216972801;2245520814;2245520901;
216972801;2245520901;3554720424;
216972801;3554720424;2245520806;
216972801;2245520806;3554720425;
216972801;3554720425;3400530627;
216972801;3400530627;2245520808;
216972801;2245520808;3554720428;
216972801;3554720428;2245520803;
307804459;3130312347;2208686218;
307804459;2208686218;4025528392;
307804459;4025528392;4025528394;
307804459;4025528394;4025528390;
307804459;4025528390;4025528395;
307804459;4025528395;2204100011;
434872534;2245520803;3554720440;
434872534;3554720440;3130312339;
434872534;3130312339;2245786927;
434872534;2245786927;3130312331;
434872534;3130312331;25620747;
434872534;25620747;2245786951;
434872534;2245786951;2343359244;
434872534;2343359244;2343359235;
434872534;2343359235;2245786942;
434872534;2245786942;25632422;
448850568;3554720425;5118553689;
448850568;5118553689;2204099858;
484592257;4097873925;5118554430;
484592257;5118554430;4025528393;
484592257;4025528393;4025528392;
