37680676;441802796;5319058971;0
37680676;5319058971;1681887016;0
37680676;1681887016;441802794;0
37680683;441802828;769314426;0
37680685;441802954;441802957;0
37680685;441802957;441802961;0
37680685;441802961;441802977;0
37680685;441802977;441802980;0
37680687;441803078;441803076;0
37680687;441803076;441803009;0
37680687;441803009;441803074;0
37680687;441803074;441803072;0
37680687;441803072;441803070;0
37680687;441803070;768226326;0
37680687;768226326;441803068;0
37680688;1547680415;1547680416;0
37680688;1547680416;443809927;0
37680688;443809927;441803092;0
37680688;441803092;1252555690;0
37680688;1252555690;1563340000;0
37680688;1563340000;441803095;0
37680688;441803095;441803097;0
37680688;441803097;1563340001;0
37680688;1563340001;441803099;0
37680688;441803099;441803101;0
37680688;441803101;441803103;0
37680688;441803103;441803105;0
37680688;441803105;441803013;0
37680688;441803013;441803107;0
37680688;441803107;441803078;0
37680688;441803078;5319058962;0
37680688;5319058962;5319058963;0
37680688;5319058963;441803110;0
37680691;441803282;441803285;0
37680691;441803285;441803287;0
37680691;441803287;441803289;0
37680691;441803289;441803291;0
37680691;441803291;1163690625;0
37680691;1163690625;441803105;0
37680692;441802794;5339432923;0
37680692;5339432923;441803296;0
37680692;441803296;441803298;0
37680692;441803298;441803107;0
37680692;441803107;441803076;0
37680692;441803076;441803301;0
37680692;441803301;1309247589;0
37680693;1309247589;1309243906;0
37680693;1309243906;441803004;0
37680693;441803004;441803316;0
37680693;441803316;441803319;0
37680693;441803319;441803322;0
37680693;441803322;441803324;0
37680693;441803324;441803326;0
37680694;1309239836;1564682247;0
37680694;1564682247;1564682246;0
37680694;1564682246;1564682243;0
37680694;1564682243;1564682242;0
37680694;1564682242;1564682239;0
37680694;1564682239;441803326;0
37680694;441803326;441803327;0
37680694;441803327;1563324312;0
37680694;1563324312;1252555546;0
37680694;1252555546;441803328;0
37680694;441803328;441803068;0
37680694;441803068;441803282;0
37680694;441803282;441803329;0
37680694;441803329;1257471295;0
37680695;441803328;441803367;0
37680695;441803367;441803370;0
37680695;441803370;441803372;0
37680695;441803372;441803007;0
37680695;441803007;441803301;0
37680695;441803301;441803375;0
37680697;441803375;441803382;0
37680697;441803382;441803385;0
37680697;441803385;1824641449;0
37680697;1824641449;441803112;0
